vendor,sku,name,description,price_brl,source_pdf,source_page,handle,price_amp,price_ort,price_final_brl,price_confidence,image_url,match_url_amp,match_url_ort
ProKinetics,9M20-10,"Malha tubular de ALGODÃO 10 cm, cru, cor bege (rolo)","Malha tubular de ALGODÃO 10 cm, cru, cor bege (rolo) 28,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-algodao-10-cm-cru-cor-bege-rolo,,,,none,,,
ProKinetics,9M20-12,"Malha tubular de ALGODÃO 12 cm, cru, cor bege (rolo)","Malha tubular de ALGODÃO 12 cm, cru, cor bege (rolo) 31,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-algodao-12-cm-cru-cor-bege-rolo,,,,none,,,
ProKinetics,9M20-15,"Malha tubular de ALGODÃO 15 cm, cru, cor bege (rolo)","Malha tubular de ALGODÃO 15 cm, cru, cor bege (rolo) 37,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-algodao-15-cm-cru-cor-bege-rolo,,,,none,,,
ProKinetics,9M20-20,"Malha tubular de ALGODÃO 20 cm, cru, cor bege (rolo)","Malha tubular de ALGODÃO 20 cm, cru, cor bege (rolo) 48,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-algodao-20-cm-cru-cor-bege-rolo,,,,none,,,
ProKinetics,9M20-25,"Malha tubular de ALGODÃO 25 cm, cru, cor bege (rolo)","Malha tubular de ALGODÃO 25 cm, cru, cor bege (rolo) 51,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-algodao-25-cm-cru-cor-bege-rolo,,,,none,,,
ProKinetics,9M30-10,Malha tubular de POLIESTER 10 cm (rolo),"Malha tubular de POLIESTER 10 cm (rolo) 159,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-poliester-10-cm-rolo,,,,none,,,
ProKinetics,9M30-12,Malha tubular de POLIESTER 12 cm (rolo),"Malha tubular de POLIESTER 12 cm (rolo) 239,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-poliester-12-cm-rolo,,,,none,,,
ProKinetics,9M30-15,Malha tubular de POLIESTER 15 cm (rolo),"Malha tubular de POLIESTER 15 cm (rolo) 249,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-poliester-15-cm-rolo,,,,none,,,
ProKinetics,9M40-10,"Malha tubular de HELANCA 10 cm, branca (rolo)","Malha tubular de HELANCA 10 cm, branca (rolo) 72,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-helanca-10-cm-branca-rolo,,,,none,,,
ProKinetics,9M40-12,"Malha tubular de HELANCA 12 cm, branca (rolo)","Malha tubular de HELANCA 12 cm, branca (rolo) 104,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-helanca-12-cm-branca-rolo,,,,none,,,
ProKinetics,9M40-15,"Malha tubular de HELANCA 15 cm, branca (rolo)","Malha tubular de HELANCA 15 cm, branca (rolo) 126,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-helanca-15-cm-branca-rolo,,,,none,,,
ProKinetics,9M40-20,"Malha tubular de HELANCA 20 cm, branca (rolo)","Malha tubular de HELANCA 20 cm, branca (rolo) 138,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-de-helanca-20-cm-branca-rolo,,,,none,,,
ProKinetics,9M90-10,"Malha tubular fibra de CARBONO 10 cm (metro) 394,00 IPI*","Malha tubular fibra de CARBONO 10 cm (metro) 394,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-fibra-de-carbono-10-cm-metro-39400-ipi,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9M90-12,"Malha tubular fibra de CARBONO 12 cm (metro) 435,00 IPI*","Malha tubular fibra de CARBONO 12 cm (metro) 435,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-fibra-de-carbono-12-cm-metro-43500-ipi,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9M90-15,"Malha tubular fibra de CARBONO 15 cm (metro) 555,00 IPI*","Malha tubular fibra de CARBONO 15 cm (metro) 555,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-fibra-de-carbono-15-cm-metro-55500-ipi,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9M90-20,"Malha tubular fibra de CARBONO 20 cm (metro) 570,00 IPI*","Malha tubular fibra de CARBONO 20 cm (metro) 570,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-malha-tubular-fibra-de-carbono-20-cm-metro-57000-ipi,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9N10-100,"Tecido fibra de VIDRO 330 g/m², larg. 100 cm (metro²) 32,00 IPI*","Tecido fibra de VIDRO 330 g/m², larg. 100 cm (metro²) 32,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-tecido-fibra-de-vidro-330-g-m2-larg-100-cm-metro2-3200-ipi,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9N12-100,"Tecido fibra de CARBONO-VIDRO 340 g/m², larg.100cm (metro²) 145,00 IPI*","Tecido fibra de CARBONO-VIDRO 340 g/m², larg.100cm (metro²) 145,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-tecido-fibra-de-carbono-vidro-340-g-m2-larg-100cm-metro2-14500-ipi,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9N20-100,"Tecido fibra de CARBONO 200 g/m², larg. 100 cm (metro²) 346,00 IPI*","Tecido fibra de CARBONO 200 g/m², larg. 100 cm (metro²) 346,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-tecido-fibra-de-carbono-200-g-m2-larg-100-cm-metro2-34600-ipi,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9N24-100,"Tecido fibra de CARBONO 240 g/m², larg. 100 cm (metro²) 346,00 IPI*","Tecido fibra de CARBONO 240 g/m², larg. 100 cm (metro²) 346,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-tecido-fibra-de-carbono-240-g-m2-larg-100-cm-metro2-34600-ipi,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9T52-10B,"Placa RÍGIDA CLEAR 10 mm, 40 x 40 cm (un) 270,00 IPI*","Placa RÍGIDA CLEAR 10 mm, 40 x 40 cm (un) 270,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-placa-rigida-clear-10-mm-40-x-40-cm-un-27000-ipi,,,,none,,,
ProKinetics,9T52-12B,"Placa RÍGIDA CLEAR 12 mm, 40 x 40 cm (un) 323,00 IPI*","Placa RÍGIDA CLEAR 12 mm, 40 x 40 cm (un) 323,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-placa-rigida-clear-12-mm-40-x-40-cm-un-32300-ipi,,,,none,,,
ProKinetics,9T52-15B,"Placa RÍGIDA CLEAR 15 mm, 40 x 40 cm (un) 403,00 IPI*","Placa RÍGIDA CLEAR 15 mm, 40 x 40 cm (un) 403,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-placa-rigida-clear-15-mm-40-x-40-cm-un-40300-ipi,,,,none,,,
ProKinetics,9T52-20B,"Placa RÍGIDA CLEAR 20 mm, 40 x 40 cm (un) 539,00 IPI*","Placa RÍGIDA CLEAR 20 mm, 40 x 40 cm (un) 539,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-placa-rigida-clear-20-mm-40-x-40-cm-un-53900-ipi,,,,none,,,
ProKinetics,9T60-10,"Placa FLEXÍVEL BLACK, super-soft 10 mm, 40 x 40 cm (un) 396,00 IPI*","Placa FLEXÍVEL BLACK, super-soft 10 mm, 40 x 40 cm (un) 396,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-placa-flexivel-black-super-soft-10-mm-40-x-40-cm-un-39600-ipi,,,,none,,,
ProKinetics,9T60-12,"Placa FLEXÍVEL BLACK, super-soft 12 mm, 40 x 40 cm (un) 458,00 IPI*","Placa FLEXÍVEL BLACK, super-soft 12 mm, 40 x 40 cm (un) 458,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-placa-flexivel-black-super-soft-12-mm-40-x-40-cm-un-45800-ipi,,,,none,,,
ProKinetics,9T60-15,"Placa FLEXÍVEL BLACK, super-soft 15 mm, 40 x 40 cm (un) 588,00 IPI*","Placa FLEXÍVEL BLACK, super-soft 15 mm, 40 x 40 cm (un) 588,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-placa-flexivel-black-super-soft-15-mm-40-x-40-cm-un-58800-ipi,,,,none,,,
ProKinetics,9T62-12,"Placa FLEXÍVEL WHITE, extra-soft 12 mm, 40 x 40 cm (un) 493,00 IPI*","Placa FLEXÍVEL WHITE, extra-soft 12 mm, 40 x 40 cm (un) 493,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-placa-flexivel-white-extra-soft-12-mm-40-x-40-cm-un-49300-ipi,,,,none,,,
ProKinetics,9T90-10-AZ,"Folha Transfer ""Cubos Coloridos"", fundo colorido (metro)","Folha Transfer ""Cubos Coloridos"", fundo colorido (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-folha-transfer-cubos-coloridos-fundo-colorido-metro,,,,none,,,
ProKinetics,9T90-12-BR,"Folha Transfer ""Corações"", fundo branco (metro)","Folha Transfer ""Corações"", fundo branco (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-folha-transfer-coracoes-fundo-branco-metro,,,,none,,,
ProKinetics,9T90-13-AM,"/ VM Folha Transfer ""Bijouterias"", fundo amarelo AM / vermelho VM (metro)","/ VM Folha Transfer ""Bijouterias"", fundo amarelo AM / vermelho VM (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-vm-folha-transfer-bijouterias-fundo-amarelo-am-vermelho-vm-metro,,,,none,,,
ProKinetics,9T90-15-CZ,"/ VD Folha Transfer ""Camuflagem"", fundo cinza CZ / verde VD (metro)","/ VD Folha Transfer ""Camuflagem"", fundo cinza CZ / verde VD (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-vd-folha-transfer-camuflagem-fundo-cinza-cz-verde-vd-metro,,,,none,,,
ProKinetics,9T90-16-PB,"Folha Transfer ""Carbono"", fundo preto-branco (metro)","Folha Transfer ""Carbono"", fundo preto-branco (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-folha-transfer-carbono-fundo-preto-branco-metro,,,,none,,,
ProKinetics,9T90-19-VD,"Folha Transfer ""Cavalos"", fundo verde (metro)","Folha Transfer ""Cavalos"", fundo verde (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-folha-transfer-cavalos-fundo-verde-metro,,,,none,,,
ProKinetics,9T90-20-AM,"Folha Transfer ""Amarelo"", fundo amarelo (metro)","Folha Transfer ""Amarelo"", fundo amarelo (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-folha-transfer-amarelo-fundo-amarelo-metro,,,,none,,,
ProKinetics,9T90-21-AZ,"/ BR Folha Transfer ""Ancoras/Flores"", fundo azul AZ / branco BR (metro)","/ BR Folha Transfer ""Ancoras/Flores"", fundo azul AZ / branco BR (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-br-folha-transfer-ancoras-flores-fundo-azul-az-branco-br-metro,,,,none,,,
ProKinetics,9T90-22-PR,"Folha Transfer ""Universo"", fundo preto (metro)","Folha Transfer ""Universo"", fundo preto (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-folha-transfer-universo-fundo-preto-metro,,,,none,,,
ProKinetics,9T90-23-AZ,"/ RS Folha Transfer ""Polvo"", fundo azul AZ / rosa RS (metro)","/ RS Folha Transfer ""Polvo"", fundo azul AZ / rosa RS (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-rs-folha-transfer-polvo-fundo-azul-az-rosa-rs-metro,,,,none,,,
ProKinetics,9T90-25-AZ,"/ RS Folha Transfer ""Marinheiro"", fundo azul AZ / rosa RS (metro)","/ RS Folha Transfer ""Marinheiro"", fundo azul AZ / rosa RS (metro) 35,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-rs-folha-transfer-marinheiro-fundo-azul-az-rosa-rs-metro,,,,none,,,
ProKinetics,10L20-MC,"Lâmina SURFORM® meia-cana (un) 49,00 IPI*","Lâmina SURFORM® meia-cana (un) 49,00 IPI*",,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-lamina-surform-r-meia-cana-un-4900-ipi,,,,none,,,
ProKinetics,3871-4172,Fone (19) - WhatsApp (19) 9 8458,Fone (19)  - WhatsApp (19) 9 8458 3238,,2026.01 TABELA PROKINETICS JAN 2026.pdf,4,prokinetics-fone-19-whatsapp-19-9-8458,1299.88,,1299.88,single,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-gelactive-transtibial-4l9510-4l9010-prokinetic,
Blumentec,99969-1406,Vendas@blumentec.com (19),vendas@blumentec.com (19),,BLUMENTEC - Catálogo V8S.pdf,2,blumentec-vendas-blumentec-com-19,,,,none,,,
Blumentec,A3E2-6393,Pequeno A3E0-6393,Pequeno  A3E0-6393,,BLUMENTEC - Catálogo V8S.pdf,6,blumentec-pequeno-a3e0-6393,,,,none,,,
Blumentec,A3E2-6390,Médio A3E0-6390,Médio  A3E0-6390,,BLUMENTEC - Catálogo V8S.pdf,6,blumentec-medio-a3e0-6390,,,,none,,,
Blumentec,A3E2-6394,Médio + A3E0-6394,Médio +  A3E0-6394,,BLUMENTEC - Catálogo V8S.pdf,6,blumentec-medio-a3e0-6394,,,,none,,,
Blumentec,A3E2-6396,Grande A3E0-6396,Grande  A3E0-6396,,BLUMENTEC - Catálogo V8S.pdf,6,blumentec-grande-a3e0-6396,,,,none,,,
Blumentec,A3E2-6398,Grande + A3E0-6398,Grande +  A3E0-6398,,BLUMENTEC - Catálogo V8S.pdf,6,blumentec-grande-a3e0-6398,,,,none,,,
Blumentec,A3E2-6397,Extra Grande A3E0-6397,Extra Grande  A3E0-6397,,BLUMENTEC - Catálogo V8S.pdf,6,blumentec-extra-grande-a3e0-6397,,,,none,,,
Blumentec,H352-6393,Pequeno H350-6393,Pequeno  H350-6393,,BLUMENTEC - Catálogo V8S.pdf,7,blumentec-pequeno-h350-6393,,,,none,,,
Blumentec,H352-6390,Médio H350-6390,Médio  H350-6390,,BLUMENTEC - Catálogo V8S.pdf,7,blumentec-medio-h350-6390,,,,none,,,
Blumentec,H352-6394,Médio + H350-6394,Médio +  H350-6394,,BLUMENTEC - Catálogo V8S.pdf,7,blumentec-medio-h350-6394,,,,none,,,
Blumentec,H352-6396,Grande H350-6396,Grande  H350-6396,,BLUMENTEC - Catálogo V8S.pdf,7,blumentec-grande-h350-6396,,,,none,,,
Blumentec,H352-6398,Grande + H350-6398,Grande +  H350-6398,,BLUMENTEC - Catálogo V8S.pdf,7,blumentec-grande-h350-6398,,,,none,,,
Blumentec,H352-6397,Extra Grande H350-6397,Extra Grande  H350-6397,,BLUMENTEC - Catálogo V8S.pdf,7,blumentec-extra-grande-h350-6397,,,,none,,,
Blumentec,S352-6593-1,Pequeno 1 S350-6593-1,Pequeno 1  S350-6593-1,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-pequeno-1-s350-6593-1,,,,none,,,
Blumentec,S352-6593-2,Pequeno 2 S350-6593-2,Pequeno 2  S350-6593-2,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-pequeno-2-s350-6593-2,,,,none,,,
Blumentec,S352-6590-1,Médio 1 S350-6590-1,Médio 1  S350-6590-1,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-medio-1-s350-6590-1,,,,none,,,
Blumentec,S352-6590-2,Médio 2 S350-6590-2,Médio 2  S350-6590-2,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-medio-2-s350-6590-2,,,,none,,,
Blumentec,S352-6594-1,Médio + 1 S350-6594-1,Médio + 1  S350-6594-1,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-medio-1-s350-6594-1,,,,none,,,
Blumentec,S352-6594-2,Médio + 2 S350-6594-2,Médio + 2  S350-6594-2,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-medio-2-s350-6594-2,,,,none,,,
Blumentec,S352-6594-3,Médio + 3 S350-6594-3,Médio + 3  S350-6594-3,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-medio-3-s350-6594-3,,,,none,,,
Blumentec,S352-6596-1,Grande 1 S350-6596-1,Grande 1  S350-6596-1,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-grande-1-s350-6596-1,,,,none,,,
Blumentec,S352-6596-2,Grande 2 S350-6596-2,Grande 2  S350-6596-2,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-grande-2-s350-6596-2,,,,none,,,
Blumentec,S352-6598-1,Grande + S350-6598-1,Grande +  S350-6598-1,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-grande-s350-6598-1,,,,none,,,
Blumentec,S352-6597-1,Extra Grande T350-6597-1,Extra Grande  T350-6597-1,,BLUMENTEC - Catálogo V8S.pdf,8,blumentec-extra-grande-t350-6597-1,,,,none,,,
Blumentec,P352-6593,Pequeno P350-6593,Pequeno  P350-6593,,BLUMENTEC - Catálogo V8S.pdf,9,blumentec-pequeno-p350-6593,,,,none,,,
Blumentec,P352-6590,Médio P350-6590,Médio  P350-6590,,BLUMENTEC - Catálogo V8S.pdf,9,blumentec-medio-p350-6590,,,,none,,,
Blumentec,P352-6594,Médio + P350-6594,Médio +  P350-6594,,BLUMENTEC - Catálogo V8S.pdf,9,blumentec-medio-p350-6594,,,,none,,,
Blumentec,P352-6596,Grande P350-6596,Grande  P350-6596,,BLUMENTEC - Catálogo V8S.pdf,9,blumentec-grande-p350-6596,,,,none,,,
Blumentec,P352-6598,Grande + P350-6598 Medida Distal - Medir circunferência de 4 cm da extremidade distal,Grande +  P350-6598 Medida Distal - Medir circunferência de 4 cm da extremidade distal,,BLUMENTEC - Catálogo V8S.pdf,9,blumentec-grande-p350-6598-medida-distal-medir-circunferencia-de-4-cm-da-extremidade-distal,1914.48,,1914.48,single,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-alpha-element-willoowwood-2026-05-06-18-24-58,
Blumentec,P352-6597,Extra Grande P350-6597,Extra Grande  P350-6597,,BLUMENTEC - Catálogo V8S.pdf,9,blumentec-extra-grande-p350-6597,,,,none,,,
Blumentec,T352-6593-1,Pequeno 1 T350-6593-1,Pequeno 1  T350-6593-1,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-pequeno-1-t350-6593-1,,,,none,,,
Blumentec,T352-6593-2,Pequeno 2 T350-6593-2,Pequeno 2  T350-6593-2,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-pequeno-2-t350-6593-2,,,,none,,,
Blumentec,T352-6590-1,Médio 1 T350-6590-1,Médio 1  T350-6590-1,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-medio-1-t350-6590-1,,,,none,,,
Blumentec,T352-6590-2,Médio 2 T350-6590-2,Médio 2  T350-6590-2,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-medio-2-t350-6590-2,,,,none,,,
Blumentec,T352-6594-1,Médio +1 T350-6594-1,Médio +1  T350-6594-1,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-medio-1-t350-6594-1,,,,none,,,
Blumentec,T352-6594-2,Medida Proximal - Medir circunferência de 30 cm da extremidade distal Médio +2 T350-6594-2,Medida Proximal - Medir circunferência de 30 cm da extremidade distal Médio +2  T350-6594-2,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-medida-proximal-medir-circunferencia-de-30-cm-da-extremidade-distal-medio-2-t350-6594-2,1914.48,,1914.48,single,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-alpha-element-willoowwood-2026-05-06-18-24-58,
Blumentec,T352-6594-3,Médio +3 T350-6594-3,Médio +3  T350-6594-3,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-medio-3-t350-6594-3,,,,none,,,
Blumentec,T352-6596-1,Grande 1 T350-6596-1,Grande 1  T350-6596-1,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-grande-1-t350-6596-1,,,,none,,,
Blumentec,T352-6596-2,Grande 2 T350-6596-2,Grande 2  T350-6596-2,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-grande-2-t350-6596-2,,,,none,,,
Blumentec,T352-6598-1,Grande + T350-6598-1,Grande +  T350-6598-1,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-grande-t350-6598-1,,,,none,,,
Blumentec,T352-6597-1,Extra Grande T350-6597-1,Extra Grande  T350-6597-1,,BLUMENTEC - Catálogo V8S.pdf,10,blumentec-extra-grande-t350-6597-1,,,,none,,,
Blumentec,S494-1125,25 32 S495-1132,25  32 S495-1132,,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-25-32-s495-1132,,,,none,,,
Blumentec,S494-1126,26.5 34 S495-1134,26.5  34 S495-1134,,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-26-5-34-s495-1134,,,,none,,,
Blumentec,S494-1128,28 37 S495-1137,28  37 S495-1137,,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-28-37-s495-1137,,,,none,,,
Blumentec,S494-1130,30 40 S495-1140,30  40 S495-1140,,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-30-40-s495-1140,,,,none,,,
Blumentec,S494-1132,32 43 S495-1143,32  43 S495-1143,,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-32-43-s495-1143,,,,none,,,
Blumentec,S494-1134,34 47 S495-1147,34  47 S495-1147,,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-34-47-s495-1147,,,,none,,,
Blumentec,S494-1137,37 ALA-VM-S2,37  ALA-VM-S2,,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-37-ala-vm-s2,,,,none,,,
Blumentec,S494-1140,"40 VMP, kit de","40  VMP, kit de 2",,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-40-vmp-kit-de,,,,none,,,
Blumentec,S494-1143,"43 9” x 4,5 mm","43  9” x 4,5 mm,",,BLUMENTEC - Catálogo V8S.pdf,11,blumentec-43-9-x-45-mm,2920.09,,2920.09,single,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-willowwood-alpha-classic-9-mm-transtibial-sem-conexao,
Blumentec,ALS-33B,Pequeno,Pequeno,,BLUMENTEC - Catálogo V8S.pdf,12,blumentec-pequeno,,,,none,,,
Blumentec,ALS-30B,Médio,Médio,,BLUMENTEC - Catálogo V8S.pdf,12,blumentec-medio,,,,none,,,
Blumentec,ALS-36B,Grande,Grande,,BLUMENTEC - Catálogo V8S.pdf,12,blumentec-grande,,,,none,,,
Blumentec,ALS-37B,Extra Grande,Extra Grande,,BLUMENTEC - Catálogo V8S.pdf,12,blumentec-extra-grande,,,,none,,,
Blumentec,M001-25L-02,FS01-25LB,FS01-25LB,,BLUMENTEC - Catálogo V8S.pdf,13,blumentec-fs01-25lb,,,,none,,,
Blumentec,22-29,"Lado esquerdo, M001 = L- esquerdo 01-09 tam. 25 cm, L- esquerdo B = bege","lado esquerdo, M001 =  L- esquerdo 01-09 tam. 25 cm,  L- esquerdo B = bege",,BLUMENTEC - Catálogo V8S.pdf,13,blumentec-lado-esquerdo-m001-l-esquerdo-01-09-tam-25-cm-l-esquerdo-b-bege,,,,none,,,
Blumentec,22-24,25-29 25-29 25-29,25-29  25-29  25-29,,BLUMENTEC - Catálogo V8S.pdf,14,blumentec-25-29-25-29-25-29,,,,none,,,
Blumentec,45-51,Kg 1 1 1 1 2,kg 1 1 1 1 2 2,,BLUMENTEC - Catálogo V8S.pdf,14,blumentec-kg-1-1-1-1-2,,,,none,,,
Blumentec,68-76,Kg 3 3 4 4 5,kg 3 3 4 4 5 5,,BLUMENTEC - Catálogo V8S.pdf,14,blumentec-kg-3-3-4-4-5,,,,none,,,
Blumentec,88-99,Kg 5 5 – 6,kg 5 5 – 6 - 7,,BLUMENTEC - Catálogo V8S.pdf,14,blumentec-kg-5-5-6,2485.21,,2485.21,single,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-willowwood-alpha-classic-6-mm-transtibial-sem-conexao,
Blumentec,CC1-TF-SM,#Cod. -KIT / CC1-TF-ML-KIT / CC1-TT-KIT,#Cod. -KIT / CC1-TF-ML-KIT / CC1-TT-KIT,,BLUMENTEC - Catálogo V8S.pdf,20,blumentec-cod-kit-cc1-tf-ml-kit-cc1-tt-kit,,,,none,,,
Blumentec,100100-SA-P,#Cod. | 101155-SA-S | 101155-SA-M | 101155-SA-L,#Cod.  | 101155-SA-S | 101155-SA-M | 101155-SA-L,,BLUMENTEC - Catálogo V8S.pdf,30,blumentec-cod-101155-sa-s-101155-sa-m-101155-sa-l,,,,none,,,
Blumentec,102100-SA-S,#Cod. | 102100-SA-M | 102100-SA-L,#Cod.  | 102100-SA-M | 102100-SA-L,,BLUMENTEC - Catálogo V8S.pdf,31,blumentec-cod-102100-sa-m-102100-sa-l,,,,none,,,
Blumentec,A3E0-6390,"Liner Alpha Classic Element TT, em gel, progressivo, preto/cinza, conexão sem pino, médio","Liner Alpha Classic Element TT, em gel, progressivo, preto/cinza, conexão sem pino, médio",,BLUMENTEC - Lista de preços V-3.pdf,2,blumentec-liner-alpha-classic-element-tt-em-gel-progressivo-preto-cinza-conexao-sem-pino-medio,2920.09,,2920.09,single,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-willowwood-alpha-classic-9-mm-transtibial-sem-conexao,
